"Date Time, GMT-07:00","Temp, °F ","Temp, °C",,,,,,
1/4/2020 1:13,49.69,9.829,,,,,,
1/4/2020 1:28,49.69,9.829,,,,,,
1/4/2020 1:43,49.69,9.829,,,,,,
1/4/2020 1:58,49.69,9.829,,,,,,
1/4/2020 2:13,49.69,9.829,,,,,,
1/4/2020 2:28,49.69,9.829,,,,,,
1/4/2020 2:43,49.65,9.805,,,,,,
1/4/2020 2:58,49.65,9.805,,,,,,
1/4/2020 3:13,49.65,9.805,,,,,,
1/4/2020 3:28,49.60,9.78,,,,,,
1/4/2020 3:43,49.60,9.78,,,,,,
1/4/2020 3:58,49.60,9.78,,,,,,
1/4/2020 4:13,49.60,9.78,,,,,,
1/4/2020 4:28,49.60,9.78,,,,,,
1/4/2020 4:43,49.60,9.78,,,,,,
1/4/2020 4:58,49.60,9.78,,,,,,
1/4/2020 5:13,49.60,9.78,,,,,,
1/4/2020 5:28,49.60,9.78,,,,,,
1/4/2020 5:43,49.60,9.78,,,,,,
1/4/2020 5:58,49.60,9.78,,,,,,
1/4/2020 6:13,49.60,9.78,,,,,,
1/4/2020 6:28,49.60,9.78,,,,,,
1/4/2020 6:43,49.60,9.78,,,,,,
1/4/2020 6:58,49.60,9.78,,,,,,
1/4/2020 7:13,49.60,9.78,,,,,,
1/4/2020 7:28,49.60,9.78,,,,,,
1/4/2020 7:43,49.60,9.78,,,,,,
1/4/2020 7:58,49.60,9.78,,,,,,
1/4/2020 8:13,49.60,9.78,,,,,,
1/4/2020 8:28,49.60,9.78,,,,,,
1/4/2020 8:43,49.60,9.78,,,,,,
1/4/2020 8:58,49.60,9.78,,,,,,
1/4/2020 9:13,49.65,9.805,,,,,,
1/4/2020 9:28,49.65,9.805,,,,,,
1/4/2020 9:43,49.65,9.805,,,,,,
1/4/2020 9:58,49.65,9.805,,,,,,
1/4/2020 10:13,49.65,9.805,,,,,,
1/4/2020 10:28,49.69,9.829,,,,,,
1/4/2020 10:43,49.69,9.829,,,,,,
1/4/2020 10:58,49.74,9.854,,,,,,
1/4/2020 11:13,49.74,9.854,,,,,,
1/4/2020 11:28,49.78,9.879,,,,,,
1/4/2020 11:43,49.78,9.879,,,,,,
1/4/2020 11:58,49.83,9.903,,,,,,
1/4/2020 12:13,49.87,9.928,,,,,,
1/4/2020 12:28,49.91,9.952,,,,,,
1/4/2020 12:43,49.91,9.952,,,,,,
1/4/2020 12:58,49.91,9.952,,,,,,
1/4/2020 13:13,49.91,9.952,,,,,,
1/4/2020 13:28,49.96,9.977,,,,,,
1/4/2020 13:43,49.96,9.977,,,,,,
1/4/2020 13:58,50.00,10.001,,,,,,
1/4/2020 14:13,50.05,10.026,,,,,,
1/4/2020 14:28,50.05,10.026,,,,,,
1/4/2020 14:43,50.05,10.026,,,,,,
1/4/2020 14:58,50.05,10.026,,,,,,
1/4/2020 15:13,50.09,10.051,,,,,,
1/4/2020 15:28,50.09,10.051,,,,,,
1/4/2020 15:43,50.09,10.051,,,,,,
1/4/2020 15:58,50.09,10.051,,,,,,
1/4/2020 16:13,50.09,10.051,,,,,,
1/4/2020 16:28,50.14,10.075,,,,,,
1/4/2020 16:43,50.14,10.075,,,,,,
1/4/2020 16:58,50.14,10.075,,,,,,
1/4/2020 17:13,50.14,10.075,,,,,,
1/4/2020 17:28,50.18,10.1,,,,,,
1/4/2020 17:43,50.14,10.075,,,,,,
1/4/2020 17:58,50.14,10.075,,,,,,
1/4/2020 18:13,50.14,10.075,,,,,,
1/4/2020 18:28,50.14,10.075,,,,,,
1/4/2020 18:43,50.09,10.051,,,,,,
1/4/2020 18:58,50.14,10.075,,,,,,
1/4/2020 19:13,50.14,10.075,,,,,,
1/4/2020 19:28,50.14,10.075,,,,,,
1/4/2020 19:43,50.09,10.051,,,,,,
1/4/2020 19:58,50.09,10.051,,,,,,
1/4/2020 20:13,50.09,10.051,,,,,,
1/4/2020 20:28,50.09,10.051,,,,,,
1/4/2020 20:43,50.09,10.051,,,,,,
1/4/2020 20:58,50.09,10.051,,,,,,
1/4/2020 21:13,50.09,10.051,,,,,,
1/4/2020 21:28,50.09,10.051,,,,,,
1/4/2020 21:43,50.09,10.051,,,,,,
1/4/2020 21:58,50.09,10.051,,,,,,
1/4/2020 22:13,50.09,10.051,,,,,,
1/4/2020 22:28,50.09,10.051,,,,,,
1/4/2020 22:43,50.09,10.051,,,,,,
1/4/2020 22:58,50.05,10.026,,,,,,
1/4/2020 23:13,50.05,10.026,,,,,,
1/4/2020 23:28,50.05,10.026,,,,,,
1/4/2020 23:43,50.00,10.001,,,,,,
1/4/2020 23:58,49.96,9.977,,,,,,
1/5/2020 0:13,49.96,9.977,,,,,,
1/5/2020 0:28,49.91,9.952,,,,,,
1/5/2020 0:43,49.91,9.952,,,,,,
1/5/2020 0:58,49.87,9.928,,,,,,
1/5/2020 1:13,49.87,9.928,,,,,,
1/5/2020 1:28,49.87,9.928,,,,,,
1/5/2020 1:43,49.87,9.928,,,,,,
1/5/2020 1:58,49.87,9.928,,,,,,
1/5/2020 2:13,49.87,9.928,,,,,,
1/5/2020 2:28,49.87,9.928,,,,,,
1/5/2020 2:43,49.87,9.928,,,,,,
1/5/2020 2:58,49.87,9.928,,,,,,
1/5/2020 3:13,49.87,9.928,,,,,,
1/5/2020 3:28,49.83,9.903,,,,,,
1/5/2020 3:43,49.83,9.903,,,,,,
1/5/2020 3:58,49.83,9.903,,,,,,
1/5/2020 4:13,49.83,9.903,,,,,,
1/5/2020 4:28,49.83,9.903,,,,,,
1/5/2020 4:43,49.83,9.903,,,,,,
1/5/2020 4:58,49.78,9.879,,,,,,
1/5/2020 5:13,49.78,9.879,,,,,,
1/5/2020 5:28,49.78,9.879,,,,,,
1/5/2020 5:43,49.78,9.879,,,,,,
1/5/2020 5:58,49.78,9.879,,,,,,
1/5/2020 6:13,49.78,9.879,,,,,,
1/5/2020 6:28,49.78,9.879,,,,,,
1/5/2020 6:43,49.78,9.879,,,,,,
1/5/2020 6:58,49.74,9.854,,,,,,
1/5/2020 7:13,49.74,9.854,,,,,,
1/5/2020 7:28,49.74,9.854,,,,,,
1/5/2020 7:43,49.74,9.854,,,,,,
1/5/2020 7:58,49.74,9.854,,,,,,
1/5/2020 8:13,49.74,9.854,,,,,,
1/5/2020 8:28,49.74,9.854,,,,,,
1/5/2020 8:43,49.74,9.854,,,,,,
1/5/2020 8:58,49.74,9.854,,,,,,
1/5/2020 9:13,49.74,9.854,,,,,,
1/5/2020 9:28,49.74,9.854,,,,,,
1/5/2020 9:43,49.74,9.854,,,,,,
1/5/2020 9:58,49.74,9.854,,,,,,
1/5/2020 10:13,49.74,9.854,,,,,,
1/5/2020 10:28,49.78,9.879,,,,,,
1/5/2020 10:43,49.78,9.879,,,,,,
1/5/2020 10:58,49.78,9.879,,,,,,
1/5/2020 11:13,49.83,9.903,,,,,,
1/5/2020 11:28,49.83,9.903,,,,,,
1/5/2020 11:43,49.87,9.928,,,,,,
1/5/2020 11:58,49.87,9.928,,,,,,
1/5/2020 12:13,49.91,9.952,,,,,,
1/5/2020 12:28,49.96,9.977,,,,,,
1/5/2020 12:43,49.96,9.977,,,,,,
1/5/2020 12:58,50.00,10.001,,,,,,
1/5/2020 13:13,50.05,10.026,,,,,,
1/5/2020 13:28,50.09,10.051,,,,,,
1/5/2020 13:43,50.09,10.051,,,,,,
1/5/2020 13:58,50.14,10.075,,,,,,
1/5/2020 14:13,50.18,10.1,,,,,,
1/5/2020 14:28,50.22,10.124,,,,,,
1/5/2020 14:43,50.22,10.124,,,,,,
1/5/2020 14:58,50.27,10.149,,,,,,
1/5/2020 15:13,50.31,10.173,,,,,,
1/5/2020 15:28,50.31,10.173,,,,,,
1/5/2020 15:43,50.36,10.198,,,,,,
1/5/2020 15:58,50.36,10.198,,,,,,
1/5/2020 16:13,50.36,10.198,,,,,,
1/5/2020 16:28,50.40,10.222,,,,,,
1/5/2020 16:43,50.40,10.222,,,,,,
1/5/2020 16:58,50.40,10.222,,,,,,
1/5/2020 17:13,50.40,10.222,,,,,,
1/5/2020 17:28,50.40,10.222,,,,,,
1/5/2020 17:43,50.40,10.222,,,,,,
1/5/2020 17:58,50.36,10.198,,,,,,
1/5/2020 18:13,50.36,10.198,,,,,,
1/5/2020 18:28,50.36,10.198,,,,,,
1/5/2020 18:43,50.36,10.198,,,,,,
1/5/2020 18:58,50.36,10.198,,,,,,
1/5/2020 19:13,50.36,10.198,,,,,,
1/5/2020 19:28,50.36,10.198,,,,,,
1/5/2020 19:43,50.40,10.222,,,,,,
1/5/2020 19:58,50.36,10.198,,,,,,
1/5/2020 20:13,50.40,10.222,,,,,,
1/5/2020 20:28,50.40,10.222,,,,,,
1/5/2020 20:43,50.40,10.222,,,,,,
1/5/2020 20:58,50.40,10.222,,,,,,
1/5/2020 21:13,50.36,10.198,,,,,,
1/5/2020 21:28,50.36,10.198,,,,,,
1/5/2020 21:43,50.31,10.173,,,,,,
1/5/2020 21:58,50.31,10.173,,,,,,
1/5/2020 22:13,50.31,10.173,,,,,,
1/5/2020 22:28,50.31,10.173,,,,,,
1/5/2020 22:43,50.27,10.149,,,,,,
1/5/2020 22:58,50.22,10.124,,,,,,
1/5/2020 23:13,50.22,10.124,,,,,,
1/5/2020 23:28,50.18,10.1,,,,,,
1/5/2020 23:43,50.18,10.1,,,,,,
1/5/2020 23:58,50.14,10.075,,,,,,
1/6/2020 0:13,50.14,10.075,,,,,,
1/6/2020 0:28,50.09,10.051,,,,,,
1/6/2020 0:43,50.09,10.051,,,,,,
1/6/2020 0:58,50.05,10.026,,,,,,
1/6/2020 1:13,50.05,10.026,,,,,,
1/6/2020 1:28,50.00,10.001,,,,,,
1/6/2020 1:43,50.00,10.001,,,,,,
1/6/2020 1:58,49.96,9.977,,,,,,
1/6/2020 2:13,49.96,9.977,,,,,,
1/6/2020 2:28,49.96,9.977,,,,,,
1/6/2020 2:43,49.91,9.952,,,,,,
1/6/2020 2:58,49.91,9.952,,,,,,
1/6/2020 3:13,49.87,9.928,,,,,,
1/6/2020 3:28,49.87,9.928,,,,,,
1/6/2020 3:43,49.87,9.928,,,,,,
1/6/2020 3:58,49.83,9.903,,,,,,
1/6/2020 4:13,49.83,9.903,,,,,,
1/6/2020 4:28,49.78,9.879,,,,,,
1/6/2020 4:43,49.78,9.879,,,,,,
1/6/2020 4:58,49.78,9.879,,,,,,
1/6/2020 5:13,49.78,9.879,,,,,,
1/6/2020 5:28,49.74,9.854,,,,,,
1/6/2020 5:43,49.78,9.879,,,,,,
1/6/2020 5:58,49.74,9.854,,,,,,
1/6/2020 6:13,49.74,9.854,,,,,,
1/6/2020 6:28,49.74,9.854,,,,,,
1/6/2020 6:43,49.74,9.854,,,,,,
1/6/2020 6:58,49.69,9.829,,,,,,
1/6/2020 7:13,49.69,9.829,,,,,,
1/6/2020 7:28,49.69,9.829,,,,,,
1/6/2020 7:43,49.69,9.829,,,,,,
1/6/2020 7:58,49.69,9.829,,,,,,
1/6/2020 8:13,49.69,9.829,,,,,,
1/6/2020 8:28,49.65,9.805,,,,,,
1/6/2020 8:43,49.65,9.805,,,,,,
1/6/2020 8:58,49.65,9.805,,,,,,
1/6/2020 9:13,49.65,9.805,,,,,,
1/6/2020 9:28,49.60,9.78,,,,,,
1/6/2020 9:43,49.60,9.78,,,,,,
1/6/2020 9:58,49.65,9.805,,,,,,
1/6/2020 10:13,49.65,9.805,,,,,,
1/6/2020 10:28,49.65,9.805,,,,,,
1/6/2020 10:43,49.69,9.829,,,,,,
1/6/2020 10:58,49.69,9.829,,,,,,
1/6/2020 11:13,49.69,9.829,,,,,,
1/6/2020 11:28,49.74,9.854,,,,,,
1/6/2020 11:43,49.74,9.854,,,,,,
1/6/2020 11:58,49.78,9.879,,,,,,
1/6/2020 12:13,49.78,9.879,,,,,,
1/6/2020 12:28,49.83,9.903,,,,,,
1/6/2020 12:43,49.83,9.903,,,,,,
1/6/2020 12:58,49.87,9.928,,,,,,
1/6/2020 13:13,49.91,9.952,,,,,,
1/6/2020 13:28,49.91,9.952,,,,,,
1/6/2020 13:43,49.96,9.977,,,,,,
1/6/2020 13:58,49.96,9.977,,,,,,
1/6/2020 14:13,49.96,9.977,,,,,,
1/6/2020 14:28,50.00,10.001,,,,,,
1/6/2020 14:43,50.05,10.026,,,,,,
1/6/2020 14:58,50.05,10.026,,,,,,
1/6/2020 15:13,50.05,10.026,,,,,,
1/6/2020 15:28,50.05,10.026,,,,,,
1/6/2020 15:43,50.09,10.051,,,,,,
1/6/2020 15:58,50.09,10.051,,,,,,
1/6/2020 16:13,50.09,10.051,,,,,,
1/6/2020 16:28,50.09,10.051,,,,,,
1/6/2020 16:43,50.09,10.051,,,,,,
1/6/2020 16:58,50.09,10.051,,,,,,
1/6/2020 17:13,50.09,10.051,,,,,,
1/6/2020 17:28,50.05,10.026,,,,,,
1/6/2020 17:43,50.05,10.026,,,,,,
1/6/2020 17:58,50.05,10.026,,,,,,
1/6/2020 18:13,50.05,10.026,,,,,,
1/6/2020 18:28,50.05,10.026,,,,,,
1/6/2020 18:43,50.00,10.001,,,,,,
1/6/2020 18:58,50.00,10.001,,,,,,
1/6/2020 19:13,50.00,10.001,,,,,,
