"Date Time, GMT-07:00","Temp, °F ","Temp, °C",Date
1/2/2017 10:01,45.41,7.45,2017/01/02
1/2/2017 10:15,45.41,7.45,2017/01/02
1/2/2017 10:30,45.41,7.45,2017/01/02
1/2/2017 10:45,45.41,7.45,2017/01/02
1/2/2017 11:01,45.41,7.45,2017/01/02
1/2/2017 11:15,45.41,7.45,2017/01/02
1/2/2017 11:30,45.41,7.45,2017/01/02
1/2/2017 11:45,45.41,7.45,2017/01/02
1/2/2017 12:01,45.43,7.46,2017/01/02
1/2/2017 12:15,45.45,7.47,2017/01/02
1/2/2017 12:30,45.46,7.48,2017/01/02
1/2/2017 12:45,45.46,7.48,2017/01/02
1/2/2017 13:01,45.50,7.50,2017/01/02
1/2/2017 13:15,45.50,7.50,2017/01/02
1/2/2017 13:30,45.52,7.51,2017/01/02
1/2/2017 13:45,45.54,7.52,2017/01/02
1/2/2017 14:01,45.55,7.53,2017/01/02
1/2/2017 14:15,45.57,7.54,2017/01/02
1/2/2017 14:30,45.59,7.55,2017/01/02
1/2/2017 14:45,45.63,7.57,2017/01/02
1/2/2017 15:01,45.64,7.58,2017/01/02
1/2/2017 15:15,45.66,7.59,2017/01/02
1/2/2017 15:30,45.68,7.60,2017/01/02
1/2/2017 15:45,45.70,7.61,2017/01/02
1/2/2017 16:01,45.72,7.62,2017/01/02
1/2/2017 16:15,45.73,7.63,2017/01/02
1/2/2017 16:30,45.73,7.63,2017/01/02
1/2/2017 16:45,45.73,7.63,2017/01/02
1/2/2017 17:01,45.75,7.64,2017/01/02
1/2/2017 17:15,45.75,7.64,2017/01/02
1/2/2017 17:30,45.75,7.64,2017/01/02
1/2/2017 17:45,45.75,7.64,2017/01/02
1/2/2017 18:01,45.75,7.64,2017/01/02
1/2/2017 18:15,45.77,7.65,2017/01/02
1/2/2017 18:30,45.77,7.65,2017/01/02
1/2/2017 18:45,45.79,7.66,2017/01/02
1/2/2017 19:01,45.79,7.66,2017/01/02
1/2/2017 19:15,45.79,7.66,2017/01/02
1/2/2017 19:30,45.79,7.66,2017/01/02
1/2/2017 19:45,45.79,7.66,2017/01/02
1/2/2017 20:01,45.79,7.66,2017/01/02
1/2/2017 20:15,45.77,7.65,2017/01/02
1/2/2017 20:30,45.77,7.65,2017/01/02
1/2/2017 20:45,45.77,7.65,2017/01/02
1/2/2017 21:01,45.75,7.64,2017/01/02
1/2/2017 21:15,45.75,7.64,2017/01/02
1/2/2017 21:30,45.75,7.64,2017/01/02
1/2/2017 21:45,45.75,7.64,2017/01/02
1/2/2017 22:01,45.73,7.63,2017/01/02
1/2/2017 22:15,45.73,7.63,2017/01/02
1/2/2017 22:30,45.72,7.62,2017/01/02
1/2/2017 22:45,45.70,7.61,2017/01/02
1/2/2017 23:01,45.68,7.60,2017/01/02
1/2/2017 23:15,45.66,7.59,2017/01/02
1/2/2017 23:30,45.64,7.58,2017/01/02
1/2/2017 23:45,45.63,7.57,2017/01/02
1/3/2017 0:01,45.61,7.56,2017/01/03
1/3/2017 0:15,45.61,7.56,2017/01/03
1/3/2017 0:30,45.61,7.56,2017/01/03
1/3/2017 0:45,45.61,7.56,2017/01/03
1/3/2017 1:01,45.61,7.56,2017/01/03
1/3/2017 1:15,45.61,7.56,2017/01/03
1/3/2017 1:30,45.59,7.55,2017/01/03
1/3/2017 1:45,45.59,7.55,2017/01/03
1/3/2017 2:01,45.59,7.55,2017/01/03
1/3/2017 2:15,45.59,7.55,2017/01/03
1/3/2017 2:30,45.59,7.55,2017/01/03
1/3/2017 2:45,45.59,7.55,2017/01/03
1/3/2017 3:01,45.59,7.55,2017/01/03
1/3/2017 3:15,45.59,7.55,2017/01/03
1/3/2017 3:30,45.59,7.55,2017/01/03
1/3/2017 3:45,45.59,7.55,2017/01/03
1/3/2017 4:01,45.59,7.55,2017/01/03
1/3/2017 4:15,45.59,7.55,2017/01/03
1/3/2017 4:30,45.59,7.55,2017/01/03
1/3/2017 4:45,45.59,7.55,2017/01/03
1/3/2017 5:01,45.59,7.55,2017/01/03
1/3/2017 5:15,45.61,7.56,2017/01/03
1/3/2017 5:30,45.59,7.55,2017/01/03
1/3/2017 5:45,45.59,7.55,2017/01/03
1/3/2017 6:01,45.59,7.55,2017/01/03
1/3/2017 6:15,45.61,7.56,2017/01/03
1/3/2017 6:30,45.61,7.56,2017/01/03
1/3/2017 6:45,45.59,7.55,2017/01/03
1/3/2017 7:01,45.59,7.55,2017/01/03
1/3/2017 7:15,45.59,7.55,2017/01/03
1/3/2017 7:30,45.59,7.55,2017/01/03
1/3/2017 7:45,45.59,7.55,2017/01/03
1/3/2017 8:01,45.57,7.54,2017/01/03
1/3/2017 8:15,45.59,7.55,2017/01/03
1/3/2017 8:30,45.59,7.55,2017/01/03
1/3/2017 8:45,45.59,7.55,2017/01/03
1/3/2017 9:01,45.59,7.55,2017/01/03
1/3/2017 9:15,45.61,7.56,2017/01/03
1/3/2017 9:30,45.61,7.56,2017/01/03
1/3/2017 9:45,45.59,7.55,2017/01/03
1/3/2017 10:01,45.59,7.55,2017/01/03
1/3/2017 10:15,45.59,7.55,2017/01/03
1/3/2017 10:30,45.59,7.55,2017/01/03
1/3/2017 10:45,45.57,7.54,2017/01/03
1/3/2017 11:01,45.57,7.54,2017/01/03
1/3/2017 11:15,45.57,7.54,2017/01/03
1/3/2017 11:30,45.57,7.54,2017/01/03
1/3/2017 11:45,45.57,7.54,2017/01/03
1/3/2017 12:01,45.57,7.54,2017/01/03
1/3/2017 12:15,45.57,7.54,2017/01/03
1/3/2017 12:30,45.57,7.54,2017/01/03
1/3/2017 12:45,45.59,7.55,2017/01/03
1/3/2017 13:01,45.59,7.55,2017/01/03
1/3/2017 13:15,45.61,7.56,2017/01/03
1/3/2017 13:30,45.61,7.56,2017/01/03
1/3/2017 13:45,45.63,7.57,2017/01/03
1/3/2017 14:01,45.64,7.58,2017/01/03
1/3/2017 14:15,45.66,7.59,2017/01/03
1/3/2017 14:30,45.68,7.60,2017/01/03
1/3/2017 14:45,45.70,7.61,2017/01/03
1/3/2017 15:01,45.72,7.62,2017/01/03
1/3/2017 15:15,45.73,7.63,2017/01/03
1/3/2017 15:30,45.75,7.64,2017/01/03
1/3/2017 15:45,45.77,7.65,2017/01/03
1/3/2017 16:01,45.79,7.66,2017/01/03
1/3/2017 16:15,45.81,7.67,2017/01/03
1/3/2017 16:30,45.82,7.68,2017/01/03
1/3/2017 16:45,45.82,7.68,2017/01/03
1/3/2017 17:01,45.84,7.69,2017/01/03
1/3/2017 17:15,45.86,7.70,2017/01/03
1/3/2017 17:30,45.86,7.70,2017/01/03
1/3/2017 17:45,45.86,7.70,2017/01/03
1/3/2017 18:01,45.88,7.71,2017/01/03
1/3/2017 18:15,45.88,7.71,2017/01/03
1/3/2017 18:30,45.88,7.71,2017/01/03
1/3/2017 18:45,45.88,7.71,2017/01/03
1/3/2017 19:01,45.88,7.71,2017/01/03
1/3/2017 19:15,45.88,7.71,2017/01/03
1/3/2017 19:30,45.88,7.71,2017/01/03
1/3/2017 19:45,45.90,7.72,2017/01/03
1/3/2017 20:01,45.90,7.72,2017/01/03
1/3/2017 20:15,45.90,7.72,2017/01/03
1/3/2017 20:30,45.90,7.72,2017/01/03
1/3/2017 20:45,45.90,7.72,2017/01/03
1/3/2017 21:01,45.91,7.73,2017/01/03
1/3/2017 21:15,45.91,7.73,2017/01/03
1/3/2017 21:30,45.91,7.73,2017/01/03
1/3/2017 21:45,45.91,7.73,2017/01/03
1/3/2017 22:01,45.91,7.73,2017/01/03
1/3/2017 22:15,45.91,7.73,2017/01/03
1/3/2017 22:30,45.91,7.73,2017/01/03
1/3/2017 22:45,45.91,7.73,2017/01/03
1/3/2017 23:01,45.93,7.74,2017/01/03
1/3/2017 23:15,45.93,7.74,2017/01/03
1/3/2017 23:30,45.95,7.75,2017/01/03
1/3/2017 23:45,45.95,7.75,2017/01/03
1/4/2017 0:01,45.95,7.75,2017/01/04
1/4/2017 0:15,45.97,7.76,2017/01/04
1/4/2017 0:30,45.97,7.76,2017/01/04
1/4/2017 0:45,45.97,7.76,2017/01/04
1/4/2017 1:01,45.99,7.77,2017/01/04
1/4/2017 1:15,45.99,7.77,2017/01/04
1/4/2017 1:30,45.99,7.77,2017/01/04
1/4/2017 1:45,46.00,7.78,2017/01/04
1/4/2017 2:01,46.02,7.79,2017/01/04
1/4/2017 2:15,46.02,7.79,2017/01/04
1/4/2017 2:30,46.04,7.80,2017/01/04
1/4/2017 2:45,46.06,7.81,2017/01/04
1/4/2017 3:01,46.08,7.82,2017/01/04
1/4/2017 3:15,46.09,7.83,2017/01/04
1/4/2017 3:30,46.11,7.84,2017/01/04
1/4/2017 3:45,46.13,7.85,2017/01/04
1/4/2017 4:01,46.15,7.86,2017/01/04
1/4/2017 4:15,46.17,7.87,2017/01/04
1/4/2017 4:30,46.18,7.88,2017/01/04
1/4/2017 4:45,46.20,7.89,2017/01/04
1/4/2017 5:01,46.22,7.90,2017/01/04
1/4/2017 5:15,46.24,7.91,2017/01/04
1/4/2017 5:30,46.26,7.92,2017/01/04
1/4/2017 5:45,46.27,7.93,2017/01/04
1/4/2017 6:01,46.29,7.94,2017/01/04
1/4/2017 6:15,46.29,7.94,2017/01/04
1/4/2017 6:30,46.29,7.94,2017/01/04
1/4/2017 6:45,46.31,7.95,2017/01/04
1/4/2017 7:01,46.31,7.95,2017/01/04
1/4/2017 7:15,46.33,7.96,2017/01/04
1/4/2017 7:30,46.33,7.96,2017/01/04
1/4/2017 7:45,46.33,7.96,2017/01/04
1/4/2017 8:01,46.33,7.96,2017/01/04
1/4/2017 8:15,46.33,7.96,2017/01/04
1/4/2017 8:30,46.35,7.97,2017/01/04
1/4/2017 8:45,46.35,7.97,2017/01/04
1/4/2017 9:01,46.35,7.97,2017/01/04
1/4/2017 9:15,46.36,7.98,2017/01/04
1/4/2017 9:30,46.36,7.98,2017/01/04
1/4/2017 9:45,46.38,7.99,2017/01/04
1/4/2017 10:01,46.38,7.99,2017/01/04
1/4/2017 10:15,46.40,8.00,2017/01/04
1/4/2017 10:30,46.40,8.00,2017/01/04
1/4/2017 10:45,46.40,8.00,2017/01/04
1/4/2017 11:01,46.40,8.00,2017/01/04
1/4/2017 11:15,46.40,8.00,2017/01/04
1/4/2017 11:30,46.42,8.01,2017/01/04
1/4/2017 11:45,46.42,8.01,2017/01/04
1/4/2017 12:01,46.42,8.01,2017/01/04
1/4/2017 12:15,46.44,8.02,2017/01/04
1/4/2017 12:30,46.45,8.03,2017/01/04
1/4/2017 12:45,46.45,8.03,2017/01/04
1/4/2017 13:01,46.47,8.04,2017/01/04
1/4/2017 13:15,46.49,8.05,2017/01/04
1/4/2017 13:30,46.51,8.06,2017/01/04
1/4/2017 13:45,46.51,8.06,2017/01/04
1/4/2017 14:01,46.53,8.07,2017/01/04
1/4/2017 14:15,46.54,8.08,2017/01/04
1/4/2017 14:30,46.56,8.09,2017/01/04
1/4/2017 14:45,46.58,8.10,2017/01/04
1/4/2017 15:01,46.60,8.11,2017/01/04
1/4/2017 15:15,46.62,8.12,2017/01/04
1/4/2017 15:30,46.65,8.14,2017/01/04
1/4/2017 15:45,46.67,8.15,2017/01/04
1/4/2017 16:01,46.69,8.16,2017/01/04
1/4/2017 16:15,46.72,8.18,2017/01/04
1/4/2017 16:30,46.76,8.20,2017/01/04
1/4/2017 16:45,46.78,8.21,2017/01/04
1/4/2017 17:01,46.81,8.23,2017/01/04
1/4/2017 17:15,46.83,8.24,2017/01/04
1/4/2017 17:30,46.85,8.25,2017/01/04
1/4/2017 17:45,46.87,8.26,2017/01/04
1/4/2017 18:01,46.90,8.28,2017/01/04
1/4/2017 18:15,46.92,8.29,2017/01/04
1/4/2017 18:30,46.94,8.30,2017/01/04
1/4/2017 18:45,46.96,8.31,2017/01/04
1/4/2017 19:01,46.98,8.32,2017/01/04
1/4/2017 19:15,46.99,8.33,2017/01/04
1/4/2017 19:30,47.01,8.34,2017/01/04
1/4/2017 19:45,47.01,8.34,2017/01/04
1/4/2017 20:01,47.03,8.35,2017/01/04
1/4/2017 20:15,47.05,8.36,2017/01/04
1/4/2017 20:30,47.05,8.36,2017/01/04
1/4/2017 20:45,47.05,8.36,2017/01/04
1/4/2017 21:01,47.05,8.36,2017/01/04
1/4/2017 21:15,47.07,8.37,2017/01/04
1/4/2017 21:30,47.07,8.37,2017/01/04
1/4/2017 21:45,47.07,8.37,2017/01/04
1/4/2017 22:01,47.07,8.37,2017/01/04
1/4/2017 22:15,47.08,8.38,2017/01/04
1/4/2017 22:30,47.08,8.38,2017/01/04
1/4/2017 22:45,47.08,8.38,2017/01/04
1/4/2017 23:01,47.10,8.39,2017/01/04
1/4/2017 23:15,47.10,8.39,2017/01/04
1/4/2017 23:30,47.12,8.40,2017/01/04
1/4/2017 23:45,47.12,8.40,2017/01/04
1/5/2017 0:01,47.14,8.41,2017/01/05
1/5/2017 0:15,47.16,8.42,2017/01/05
1/5/2017 0:30,47.16,8.42,2017/01/05
1/5/2017 0:45,47.16,8.42,2017/01/05
1/5/2017 1:01,47.17,8.43,2017/01/05
1/5/2017 1:15,47.19,8.44,2017/01/05
1/5/2017 1:30,47.19,8.44,2017/01/05
1/5/2017 1:45,47.21,8.45,2017/01/05
1/5/2017 2:01,47.21,8.45,2017/01/05
1/5/2017 2:15,47.23,8.46,2017/01/05
1/5/2017 2:30,47.26,8.48,2017/01/05
1/5/2017 2:45,47.28,8.49,2017/01/05
1/5/2017 3:01,47.32,8.51,2017/01/05
1/5/2017 3:15,47.35,8.53,2017/01/05
1/5/2017 3:30,47.37,8.54,2017/01/05
1/5/2017 3:45,47.39,8.55,2017/01/05
1/5/2017 4:01,47.41,8.56,2017/01/05
1/5/2017 4:15,47.43,8.57,2017/01/05
1/5/2017 4:30,47.43,8.57,2017/01/05
1/5/2017 4:45,47.43,8.57,2017/01/05
1/5/2017 5:01,47.43,8.57,2017/01/05
1/5/2017 5:15,47.44,8.58,2017/01/05
1/5/2017 5:30,47.44,8.58,2017/01/05
1/5/2017 5:45,47.44,8.58,2017/01/05
1/5/2017 6:01,47.44,8.58,2017/01/05
1/5/2017 6:15,47.44,8.58,2017/01/05
1/5/2017 6:30,47.44,8.58,2017/01/05
1/5/2017 6:45,47.44,8.58,2017/01/05
1/5/2017 7:01,47.43,8.57,2017/01/05
1/5/2017 7:15,47.43,8.57,2017/01/05
1/5/2017 7:30,47.43,8.57,2017/01/05
1/5/2017 7:45,47.41,8.56,2017/01/05
1/5/2017 8:01,47.41,8.56,2017/01/05
1/5/2017 8:15,47.41,8.56,2017/01/05
1/5/2017 8:30,47.39,8.55,2017/01/05
1/5/2017 8:45,47.37,8.54,2017/01/05
1/5/2017 9:01,47.37,8.54,2017/01/05
1/5/2017 9:15,47.35,8.53,2017/01/05
1/5/2017 9:30,47.35,8.53,2017/01/05
1/5/2017 9:45,47.34,8.52,2017/01/05
1/5/2017 10:01,47.32,8.51,2017/01/05
1/5/2017 10:15,47.32,8.51,2017/01/05
1/5/2017 10:30,47.32,8.51,2017/01/05
1/5/2017 10:45,47.32,8.51,2017/01/05
1/5/2017 11:01,47.32,8.51,2017/01/05
1/5/2017 11:15,47.32,8.51,2017/01/05
1/5/2017 11:30,47.32,8.51,2017/01/05
1/5/2017 11:45,47.34,8.52,2017/01/05
1/5/2017 12:01,47.35,8.53,2017/01/05
1/5/2017 12:15,47.37,8.54,2017/01/05
1/5/2017 12:30,47.41,8.56,2017/01/05
1/5/2017 12:45,47.43,8.57,2017/01/05
1/5/2017 13:01,47.44,8.58,2017/01/05
1/5/2017 13:15,47.48,8.60,2017/01/05
1/5/2017 13:30,47.52,8.62,2017/01/05
1/5/2017 13:45,47.55,8.64,2017/01/05
1/5/2017 14:01,47.59,8.66,2017/01/05
1/5/2017 14:15,47.64,8.69,2017/01/05
1/5/2017 14:30,47.68,8.71,2017/01/05
1/5/2017 14:45,47.71,8.73,2017/01/05
1/5/2017 15:01,47.75,8.75,2017/01/05
1/5/2017 15:15,47.79,8.77,2017/01/05
1/5/2017 15:30,47.80,8.78,2017/01/05
1/5/2017 15:45,47.82,8.79,2017/01/05
1/5/2017 16:01,47.82,8.79,2017/01/05
1/5/2017 16:15,47.84,8.80,2017/01/05
1/5/2017 16:30,47.84,8.80,2017/01/05
1/5/2017 16:45,47.82,8.79,2017/01/05
1/5/2017 17:01,47.82,8.79,2017/01/05
1/5/2017 17:15,47.82,8.79,2017/01/05
1/5/2017 17:30,47.82,8.79,2017/01/05
1/5/2017 17:45,47.80,8.78,2017/01/05
1/5/2017 18:01,47.80,8.78,2017/01/05
1/5/2017 18:15,47.79,8.77,2017/01/05
1/5/2017 18:30,47.79,8.77,2017/01/05
1/5/2017 18:45,47.77,8.76,2017/01/05
1/5/2017 19:01,47.75,8.75,2017/01/05
1/5/2017 19:15,47.75,8.75,2017/01/05
1/5/2017 19:30,47.75,8.75,2017/01/05
1/5/2017 19:45,47.75,8.75,2017/01/05
1/5/2017 20:01,47.75,8.75,2017/01/05
1/5/2017 20:15,47.75,8.75,2017/01/05
1/5/2017 20:30,47.75,8.75,2017/01/05
1/5/2017 20:45,47.73,8.74,2017/01/05
1/5/2017 21:01,47.73,8.74,2017/01/05
1/5/2017 21:15,47.73,8.74,2017/01/05
1/5/2017 21:30,47.71,8.73,2017/01/05
1/5/2017 21:45,47.71,8.73,2017/01/05
1/5/2017 22:01,47.70,8.72,2017/01/05
1/5/2017 22:15,47.70,8.72,2017/01/05
1/5/2017 22:30,47.70,8.72,2017/01/05
1/5/2017 22:45,47.68,8.71,2017/01/05
1/5/2017 23:01,47.68,8.71,2017/01/05
1/5/2017 23:15,47.68,8.71,2017/01/05
1/5/2017 23:30,47.68,8.71,2017/01/05
1/5/2017 23:45,47.68,8.71,2017/01/05
1/6/2017 0:01,47.68,8.71,2017/01/06
1/6/2017 0:15,47.70,8.72,2017/01/06
1/6/2017 0:30,47.70,8.72,2017/01/06
1/6/2017 0:45,47.70,8.72,2017/01/06
1/6/2017 1:01,47.70,8.72,2017/01/06
1/6/2017 1:15,47.70,8.72,2017/01/06
1/6/2017 1:30,47.68,8.71,2017/01/06
1/6/2017 1:45,47.68,8.71,2017/01/06
1/6/2017 2:01,47.64,8.69,2017/01/06
1/6/2017 2:15,47.64,8.69,2017/01/06
1/6/2017 2:30,47.62,8.68,2017/01/06
1/6/2017 2:45,47.61,8.67,2017/01/06
1/6/2017 3:01,47.59,8.66,2017/01/06
1/6/2017 3:15,47.57,8.65,2017/01/06
1/6/2017 3:30,47.55,8.64,2017/01/06
1/6/2017 3:45,47.53,8.63,2017/01/06
1/6/2017 4:01,47.50,8.61,2017/01/06
1/6/2017 4:15,47.48,8.60,2017/01/06
1/6/2017 4:30,47.44,8.58,2017/01/06
1/6/2017 4:45,47.43,8.57,2017/01/06
1/6/2017 5:01,47.41,8.56,2017/01/06
1/6/2017 5:15,47.37,8.54,2017/01/06
1/6/2017 5:30,47.34,8.52,2017/01/06
1/6/2017 5:45,47.30,8.50,2017/01/06
1/6/2017 6:01,47.26,8.48,2017/01/06
1/6/2017 6:15,47.23,8.46,2017/01/06
1/6/2017 6:30,47.19,8.44,2017/01/06
1/6/2017 6:45,47.16,8.42,2017/01/06
1/6/2017 7:01,47.12,8.40,2017/01/06
1/6/2017 7:15,47.08,8.38,2017/01/06
1/6/2017 7:30,47.05,8.36,2017/01/06
1/6/2017 7:45,47.03,8.35,2017/01/06
1/6/2017 8:01,46.99,8.33,2017/01/06
1/6/2017 8:15,46.96,8.31,2017/01/06
1/6/2017 8:30,46.92,8.29,2017/01/06
1/6/2017 8:45,46.90,8.28,2017/01/06
1/6/2017 9:01,46.89,8.27,2017/01/06
1/6/2017 9:15,46.89,8.27,2017/01/06
1/6/2017 9:30,46.85,8.25,2017/01/06
1/6/2017 9:45,46.83,8.24,2017/01/06
1/6/2017 10:01,46.83,8.24,2017/01/06
1/6/2017 10:15,46.83,8.24,2017/01/06
1/6/2017 10:30,46.83,8.24,2017/01/06
1/6/2017 10:45,46.81,8.23,2017/01/06
1/6/2017 11:01,46.80,8.22,2017/01/06
1/6/2017 11:15,46.78,8.21,2017/01/06
1/6/2017 11:30,46.74,8.19,2017/01/06
1/6/2017 11:45,46.72,8.18,2017/01/06
1/6/2017 12:01,46.69,8.16,2017/01/06
1/6/2017 12:15,46.67,8.15,2017/01/06
1/6/2017 12:30,46.65,8.14,2017/01/06
1/6/2017 12:45,46.63,8.13,2017/01/06
1/6/2017 13:00,46.67,8.15,2017/01/06
1/6/2017 13:16,46.49,8.05,2017/01/06
1/6/2017 13:30,46.42,8.01,2017/01/06
1/6/2017 13:45,46.42,8.01,2017/01/06
