#,Date ,GMT-08:00,"Temp, °F","Batt, V (LGR S/N: 2290855, SEN S/N: 2290855)"
275,2015/1/19,5:15:00 AM,51.237,3.54
276,2015/1/19,5:30:00 AM,51.237,3.54
277,2015/1/19,5:45:00 AM,51.237,3.54
278,2015/1/19,6:00:00 AM,51.282,3.54
279,2015/1/19,6:15:00 AM,51.282,3.54
280,2015/1/19,6:30:00 AM,51.282,3.54
281,2015/1/19,6:45:00 AM,51.282,3.54
282,2015/1/19,7:00:00 AM,51.282,3.54
283,2015/1/19,7:15:00 AM,51.282,3.54
284,2015/1/19,7:30:00 AM,51.325,3.54
285,2015/1/19,7:45:00 AM,51.325,3.54
286,2015/1/19,8:00:00 AM,51.325,3.54
287,2015/1/19,8:15:00 AM,51.37,3.54
288,2015/1/19,8:30:00 AM,51.37,3.54
289,2015/1/19,8:45:00 AM,51.37,3.54
290,2015/1/19,9:00:00 AM,51.37,3.54
291,2015/1/19,9:15:00 AM,51.37,3.54
292,2015/1/19,9:30:00 AM,51.413,3.54
293,2015/1/19,9:45:00 AM,51.413,3.54
294,2015/1/19,10:00:00 AM,51.458,3.54
295,2015/1/19,10:15:00 AM,51.458,3.54
296,2015/1/19,10:30:00 AM,51.458,3.54
297,2015/1/19,10:45:00 AM,51.501,3.54
298,2015/1/19,11:00:00 AM,51.544,3.54
299,2015/1/19,11:15:00 AM,51.544,3.54
300,2015/1/19,11:30:00 AM,51.544,3.54
301,2015/1/19,11:45:00 AM,51.589,3.54
302,2015/1/19,12:00:00 PM,51.633,3.54
303,2015/1/19,12:15:00 PM,51.633,3.54
304,2015/1/19,12:30:00 PM,51.633,3.54
305,2015/1/19,12:45:00 PM,51.633,3.54
306,2015/1/19,1:00:00 PM,51.633,3.54
307,2015/1/19,1:15:00 PM,51.633,3.54
308,2015/1/19,1:30:00 PM,51.633,3.54
309,2015/1/19,1:45:00 PM,51.678,3.54
310,2015/1/19,2:00:00 PM,51.678,3.54
311,2015/1/19,2:15:00 PM,51.678,3.54
312,2015/1/19,2:30:00 PM,51.678,3.48
313,2015/1/19,2:45:00 PM,51.678,3.54
314,2015/1/19,3:00:00 PM,51.678,3.54
315,2015/1/19,3:15:00 PM,51.678,3.54
316,2015/1/19,3:30:00 PM,51.633,3.54
317,2015/1/19,3:45:00 PM,51.589,3.54
318,2015/1/19,4:00:00 PM,51.589,3.54
319,2015/1/19,4:15:00 PM,51.544,3.54
320,2015/1/19,4:30:00 PM,51.544,3.54
321,2015/1/19,4:45:00 PM,51.544,3.54
322,2015/1/19,5:00:00 PM,51.544,3.54
323,2015/1/19,5:15:00 PM,51.544,3.54
324,2015/1/19,5:30:00 PM,51.589,3.54
325,2015/1/19,5:45:00 PM,51.633,3.54
326,2015/1/19,6:00:00 PM,51.633,3.54
327,2015/1/19,6:15:00 PM,51.678,3.54
328,2015/1/19,6:30:00 PM,51.678,3.54
329,2015/1/19,6:45:00 PM,51.721,3.54
330,2015/1/19,7:00:00 PM,51.721,3.54
331,2015/1/19,7:15:00 PM,51.721,3.54
332,2015/1/19,7:30:00 PM,51.721,3.54
333,2015/1/19,7:45:00 PM,51.721,3.54
334,2015/1/19,8:00:00 PM,51.764,3.54
335,2015/1/19,8:15:00 PM,51.764,3.54
336,2015/1/19,8:30:00 PM,51.809,3.54
337,2015/1/19,8:45:00 PM,51.809,3.54
338,2015/1/19,9:00:00 PM,51.809,3.54
339,2015/1/19,9:15:00 PM,51.852,3.54
340,2015/1/19,9:30:00 PM,51.852,3.54
341,2015/1/19,9:45:00 PM,51.852,3.54
342,2015/1/19,10:00:00 PM,51.852,3.54
343,2015/1/19,10:15:00 PM,51.852,3.54
344,2015/1/19,10:30:00 PM,51.895,3.54
345,2015/1/19,10:45:00 PM,51.895,3.54
346,2015/1/19,11:00:00 PM,51.895,3.54
347,2015/1/19,11:15:00 PM,51.895,3.54
348,2015/1/19,11:30:00 PM,51.94,3.54
349,2015/1/19,11:45:00 PM,51.94,3.54
350,2015/1/20,12:00:00 AM,51.94,3.54
351,2015/1/20,12:15:00 AM,51.94,3.54
352,2015/1/20,12:30:00 AM,51.895,3.54
353,2015/1/20,12:45:00 AM,51.895,3.54
354,2015/1/20,1:00:00 AM,51.895,3.54
355,2015/1/20,1:15:00 AM,51.895,3.54
356,2015/1/20,1:30:00 AM,51.895,3.54
357,2015/1/20,1:45:00 AM,51.895,3.54
358,2015/1/20,2:00:00 AM,51.895,3.54
359,2015/1/20,2:15:00 AM,51.852,3.54
360,2015/1/20,2:30:00 AM,51.852,3.54
361,2015/1/20,2:45:00 AM,51.809,3.54
362,2015/1/20,3:00:00 AM,51.809,3.54
363,2015/1/20,3:15:00 AM,51.764,3.54
364,2015/1/20,3:30:00 AM,51.764,3.54
365,2015/1/20,3:45:00 AM,51.764,3.54
366,2015/1/20,4:00:00 AM,51.721,3.54
367,2015/1/20,4:15:00 AM,51.633,3.54
368,2015/1/20,4:30:00 AM,51.544,3.54
369,2015/1/20,4:45:00 AM,51.501,3.54
370,2015/1/20,5:00:00 AM,51.501,3.54
371,2015/1/20,5:15:00 AM,51.458,3.54
372,2015/1/20,5:30:00 AM,51.413,3.54
373,2015/1/20,5:45:00 AM,51.37,3.48
374,2015/1/20,6:00:00 AM,51.325,3.54
375,2015/1/20,6:15:00 AM,51.282,3.54
376,2015/1/20,6:30:00 AM,51.325,3.54
377,2015/1/20,6:45:00 AM,51.325,3.54
378,2015/1/20,7:00:00 AM,51.325,3.54
379,2015/1/20,7:15:00 AM,51.37,3.54
380,2015/1/20,7:30:00 AM,51.458,3.54
381,2015/1/20,7:45:00 AM,51.501,3.54
382,2015/1/20,8:00:00 AM,51.544,3.54
383,2015/1/20,8:15:00 AM,51.589,3.54
384,2015/1/20,8:30:00 AM,51.633,3.54
385,2015/1/20,8:45:00 AM,51.678,3.54
386,2015/1/20,9:00:00 AM,51.678,3.54
387,2015/1/20,9:15:00 AM,51.678,3.54
388,2015/1/20,9:30:00 AM,51.721,3.54
389,2015/1/20,9:45:00 AM,51.721,3.54
390,2015/1/20,10:00:00 AM,51.764,3.54
391,2015/1/20,10:15:00 AM,51.809,3.54
392,2015/1/20,10:30:00 AM,51.809,3.54
393,2015/1/20,10:45:00 AM,51.852,3.54
394,2015/1/20,11:00:00 AM,51.852,3.54
395,2015/1/20,11:15:00 AM,51.895,3.54
396,2015/1/20,11:30:00 AM,51.895,3.54
397,2015/1/20,11:45:00 AM,51.94,3.54
398,2015/1/20,12:00:00 PM,51.984,3.54
399,2015/1/20,12:15:00 PM,51.984,3.54
400,2015/1/20,12:30:00 PM,51.984,3.54
401,2015/1/20,12:45:00 PM,52.072,3.54
402,2015/1/20,1:00:00 PM,52.16,3.54
403,2015/1/20,1:15:00 PM,52.16,3.54
404,2015/1/20,1:30:00 PM,52.16,3.54
405,2015/1/20,1:45:00 PM,52.203,3.54
406,2015/1/20,2:00:00 PM,52.203,3.54
407,2015/1/20,2:15:00 PM,52.203,3.54
408,2015/1/20,2:30:00 PM,52.246,3.54
409,2015/1/20,2:45:00 PM,52.16,3.54
410,2015/1/20,3:00:00 PM,52.16,3.54
411,2015/1/20,3:15:00 PM,52.072,3.54
412,2015/1/20,3:30:00 PM,52.029,3.54
413,2015/1/20,3:45:00 PM,52.029,3.54
414,2015/1/20,4:00:00 PM,51.984,3.54
415,2015/1/20,4:15:00 PM,51.94,3.54
416,2015/1/20,4:30:00 PM,51.895,3.54
417,2015/1/20,4:45:00 PM,51.852,3.54
418,2015/1/20,5:00:00 PM,51.852,3.54
419,2015/1/20,5:15:00 PM,51.852,3.54
420,2015/1/20,5:30:00 PM,51.809,3.54
421,2015/1/20,5:45:00 PM,51.852,3.54
422,2015/1/20,6:00:00 PM,51.852,3.54
423,2015/1/20,6:15:00 PM,51.809,3.54
424,2015/1/20,6:30:00 PM,51.895,3.54
425,2015/1/20,6:45:00 PM,51.895,3.54
426,2015/1/20,7:00:00 PM,51.94,3.54
427,2015/1/20,7:15:00 PM,51.984,3.54
428,2015/1/20,7:30:00 PM,52.029,3.54
429,2015/1/20,7:45:00 PM,52.072,3.54
430,2015/1/20,8:00:00 PM,52.16,3.54
431,2015/1/20,8:15:00 PM,52.16,3.54
432,2015/1/20,8:30:00 PM,52.16,3.54
433,2015/1/20,8:45:00 PM,52.16,3.54
434,2015/1/20,9:00:00 PM,52.16,3.48
435,2015/1/20,9:15:00 PM,52.16,3.54
436,2015/1/20,9:30:00 PM,52.16,3.54
437,2015/1/20,9:45:00 PM,52.16,3.54
438,2015/1/20,10:00:00 PM,52.16,3.54
439,2015/1/20,10:15:00 PM,52.16,3.54
440,2015/1/20,10:30:00 PM,52.16,3.54
441,2015/1/20,10:45:00 PM,52.16,3.54
442,2015/1/20,11:00:00 PM,52.16,3.54
443,2015/1/20,11:15:00 PM,52.16,3.54
444,2015/1/20,11:30:00 PM,52.16,3.54
445,2015/1/20,11:45:00 PM,52.16,3.54
446,2015/1/21,12:00:00 AM,52.16,3.54
447,2015/1/21,12:15:00 AM,52.16,3.54
448,2015/1/21,12:30:00 AM,52.16,3.54
449,2015/1/21,12:45:00 AM,52.203,3.54
450,2015/1/21,1:00:00 AM,52.203,3.54
451,2015/1/21,1:15:00 AM,52.203,3.54
452,2015/1/21,1:30:00 AM,52.203,3.54
453,2015/1/21,1:45:00 AM,52.203,3.54
454,2015/1/21,2:00:00 AM,52.203,3.54
455,2015/1/21,2:15:00 AM,52.16,3.54
456,2015/1/21,2:30:00 AM,52.16,3.54
457,2015/1/21,2:45:00 AM,52.16,3.54
458,2015/1/21,3:00:00 AM,52.115,3.54
459,2015/1/21,3:15:00 AM,52.072,3.54
460,2015/1/21,3:30:00 AM,51.984,3.54
461,2015/1/21,3:45:00 AM,51.984,3.54
462,2015/1/21,4:00:00 AM,51.984,3.54
463,2015/1/21,4:15:00 AM,51.984,3.54
464,2015/1/21,4:30:00 AM,51.94,3.54
465,2015/1/21,4:45:00 AM,51.895,3.54
466,2015/1/21,5:00:00 AM,51.809,3.54
467,2015/1/21,5:15:00 AM,51.764,3.54
468,2015/1/21,5:30:00 AM,51.721,3.54
469,2015/1/21,5:45:00 AM,51.721,3.54
470,2015/1/21,6:00:00 AM,51.678,3.54
471,2015/1/21,6:15:00 AM,51.589,3.54
472,2015/1/21,6:30:00 AM,51.589,3.54
473,2015/1/21,6:45:00 AM,51.544,3.54
474,2015/1/21,7:00:00 AM,51.544,3.54
475,2015/1/21,7:15:00 AM,51.544,3.54
476,2015/1/21,7:30:00 AM,51.589,3.54
477,2015/1/21,7:45:00 AM,51.589,3.54
478,2015/1/21,8:00:00 AM,51.633,3.54
479,2015/1/21,8:15:00 AM,51.678,3.54
480,2015/1/21,8:30:00 AM,51.678,3.54
481,2015/1/21,8:45:00 AM,51.721,3.54
482,2015/1/21,9:00:00 AM,51.764,3.54
483,2015/1/21,9:15:00 AM,51.809,3.54
484,2015/1/21,9:30:00 AM,51.809,3.54
485,2015/1/21,9:45:00 AM,51.809,3.54
486,2015/1/21,10:00:00 AM,51.852,3.54
487,2015/1/21,10:15:00 AM,51.852,3.54
488,2015/1/21,10:30:00 AM,51.895,3.54
489,2015/1/21,10:45:00 AM,51.94,3.54
490,2015/1/21,11:00:00 AM,51.984,3.54
491,2015/1/21,11:15:00 AM,51.984,3.54
492,2015/1/21,11:30:00 AM,52.029,3.54
493,2015/1/21,11:45:00 AM,52.072,3.54
494,2015/1/21,12:00:00 PM,52.072,3.54
495,2015/1/21,12:15:00 PM,52.115,3.48
496,2015/1/21,12:30:00 PM,52.16,3.54
497,2015/1/21,12:45:00 PM,52.16,3.54
498,2015/1/21,1:00:00 PM,52.16,3.54
499,2015/1/21,1:15:00 PM,52.246,3.54
500,2015/1/21,1:30:00 PM,52.291,3.54
501,2015/1/21,1:45:00 PM,52.335,3.54
502,2015/1/21,2:00:00 PM,52.378,3.54
503,2015/1/21,2:15:00 PM,52.335,3.54
504,2015/1/21,2:30:00 PM,52.378,3.54
505,2015/1/21,2:45:00 PM,52.335,3.54
506,2015/1/21,3:00:00 PM,52.335,3.54
507,2015/1/21,3:15:00 PM,52.335,3.54
508,2015/1/21,3:30:00 PM,52.335,3.54
509,2015/1/21,3:45:00 PM,52.335,3.54
510,2015/1/21,4:00:00 PM,52.291,3.54
511,2015/1/21,4:15:00 PM,52.246,3.54
512,2015/1/21,4:30:00 PM,52.203,3.54
513,2015/1/21,4:45:00 PM,52.16,3.54
514,2015/1/21,5:00:00 PM,52.16,3.54
515,2015/1/21,5:15:00 PM,52.072,3.54
516,2015/1/21,5:30:00 PM,52.072,3.54
517,2015/1/21,5:45:00 PM,52.029,3.54
518,2015/1/21,6:00:00 PM,52.029,3.54
519,2015/1/21,6:15:00 PM,51.984,3.54
520,2015/1/21,6:30:00 PM,52.029,3.54
521,2015/1/21,6:45:00 PM,52.029,3.54
522,2015/1/21,7:00:00 PM,52.072,3.54
523,2015/1/21,7:15:00 PM,52.115,3.54
524,2015/1/21,7:30:00 PM,52.16,3.54
525,2015/1/21,7:45:00 PM,52.16,3.54
526,2015/1/21,8:00:00 PM,52.203,3.54
527,2015/1/21,8:15:00 PM,52.203,3.54
528,2015/1/21,8:30:00 PM,52.203,3.54
529,2015/1/21,8:45:00 PM,52.203,3.54
530,2015/1/21,9:00:00 PM,52.246,3.54
531,2015/1/21,9:15:00 PM,52.246,3.54
532,2015/1/21,9:30:00 PM,52.246,3.54
533,2015/1/21,9:45:00 PM,52.246,3.54
534,2015/1/21,10:00:00 PM,52.246,3.54
